"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"96","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.017,0,0.000679999999999126,0,20210708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-53.85%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","62.50%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"97","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.017,0,0.000679999999999126,0,20210708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-53.85%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","62.50%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"98","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.017,0,0.000679999999999126,0,20210708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-53.85%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","62.50%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"99","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.017,0,0.000679999999999126,0,20210708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-53.85%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","62.50%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"100","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.017,0,0.000679999999999126,0,20210708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-53.85%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","62.50%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"101","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.017,0,0.000679999999999126,0,20210708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-53.85%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","62.50%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"102","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.017,0,0.000679999999999126,0,20210708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-53.85%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","62.50%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"103","China","CHN",48.2,4.36,0.036349206349211,0,0.01,0.01,0.000666666666667481,0.000666666666667481,0.017,0,0.000679999999999126,0,20210708,NA,65.68,NA,62.5,NA,66.13,NA,NA,2.20307692307692,3.75,3.4,NA,"0.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","8.4 %","Low","3.8 %","Low","2.4 %","Low","Fully open","Low","NO DATA",NA,"-53.85%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","62.50%","High","6.7","Medium","4.2","Medium","4.6","Medium","NO DATA",NA,"NO CRISIS","Low",3.5,10,0
"104","Côte d'Ivoire","CIV",35.5,6.9,0.616900181593988,6.33438068277326,172.222222222222,76.3737989072411,10,5.09158659381608,2.101,0.016,0.0840399999999999,0.032,20210708,NA,39.06,NA,75,NA,33.93,NA,NA,6.29846153846154,2.5,5.6,NA,"2.0","Low","-999","High","Total border closure","Low","No measures","High","Recommend not leaving house","Medium","No income support","High","2","Low","6.0 %","Low","NO DATA",NA,"2.5 %","Low","Fully open","Low","580,627","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-57.14%","Low","2.8","Medium","0.0","Low","0.1","Low","No hotspot","Low","NO CRISIS","Low",9,0,0
"105","Cameroon","CMR",34.4,7.12,0.399468216093977,3.08669333968984,-53.2714412024757,9.02202014798966,0,0.601468009865979,0,0,0,0,20210708,NA,23.44,NA,0,NA,26.79,NA,NA,8.70153846153846,10,5.7,NA,"2.2","Low","35","Medium","Screening","Medium","No measures","High","No measures","High","No income support","High","0","High","3.4 %","Low","NO DATA",NA,"2.8 %","Low","Fully open","Low","1,920,805","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","-58.02%","Low","1.7","Low","0.0","Low","2.7","Medium","No hotspot","Low","High","High",9.25,0,0
"106","Congo DR","COD",26.5,8.7,0.746910002411016,8.27628121507556,23.8702460850112,-10.0383660143174,1.59134973900075,0,3.482,0.072,0.139280000000001,0.144,20210708,NA,33.54,NA,25,NA,34.76,NA,NA,7.14769230769231,7.5,6.8,NA,"5.3","Low","40","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","1","Medium","3.8 %","Low","NO DATA",NA,"11.3 %","High","Fully open","Low","27,262,321","High","NO DATA",NA,"Public officials urging caution about COVID-19","Medium","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","-21.58%","Low","0.9","Low","0.0","Low","1.4","Low","No hotspot","Low","High","High",10,10,0
"107","Congo","COG",23.6,9.28,0.388888888888889,2.9286744992526,-70.8735632183908,-22.4760862857303,0,0,5.022,0.052,0.20088,0.103999999999999,20210708,NA,46.88,NA,0,NA,53.57,NA,NA,5.09538461538462,10,5.7,NA,"10.2","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-7.8 %","High","NO DATA",NA,"2.6 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","NO DATA",NA,"0.0","Low","0.0","Low","0.3","Low","No hotspot","Low","Medium","High",9.25,0,0
"108","Colombia","COL",44.2,5.16,0.509883307616669,4.7359158649934,-2.75084405324792,-2.08435334147209,0,0,521.728,11.326,10,10,20210708,NA,69.9,NA,75,NA,69.17,NA,NA,1.55384615384615,2.5,4.3,NA,"805.0","High","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-6.8 %","High","16.1 %","Medium","2.5 %","Low","Partially open","Medium","NO DATA",NA,"-89.66%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","12.84%","Medium","2.7","Medium","0.8","Low","1.5","Low","No hotspot","Low","High","High",5.75,0,0
"109","Comoros","COM",27.2,8.56,0.0590476190476147,0,0.01,0.01,0.000666666666667481,0.000666666666667481,4.928,0,0.19712,0,20210708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,"10.0","Low","-999","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-0.5 %","Medium","NO DATA",NA,"0.3 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",10,0,0
"110","Cabo Verde","CPV",29.3,8.14,0.434696305648294,3.61288009564114,-74.9970218004209,-25.1352488203471,0,0,95.069,0.771,3.80276,1.542,20210708,NA,59.48,NA,75,NA,57.26,NA,NA,3.15692307692308,2.5,4.5,NA,"144.1","High","80","Medium","Screening","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-14.0 %","High","8.5 %","Medium","1.2 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","No testing policy","High","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","1.6","Low","NO DATA",NA,"NO CRISIS","Low",6.25,0,0
"111","Costa Rica","CRI",45.1,4.98,0.687062418662457,7.38236370939809,-37.0818475123111,-11.0779495554407,0,0,256.683,2.412,10,4.824,20210708,NA,57.6,NA,25,NA,62.26,NA,NA,3.44615384615385,7.5,3.4,NA,"406.4","High","56","Medium","Screening","Medium","No measures","High","Recommend not leaving house","Medium","No income support","High","1","Medium","2.6 %","Low","16.0 %","Medium","0.7 %","Low","Partially open","Medium","NO DATA",NA,"-80.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"1.3","Low","0.4","Low","1.0","Low","NO DATA",NA,"Very Low","Medium",3.5,0,0
"112","Cuba","CUB",35.2,6.96,0.557003544705347,5.43973049153221,40.8992841031676,94.5085477869253,2.72661894021117,6.30056985246168,297.454,1.526,10,3.052,20210708,NA,68.49,NA,50,NA,71.13,NA,NA,1.77076923076923,5,3.4,NA,"228.5","High","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"Partially open","Medium","NO DATA",NA,"-50.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","20.00%","Medium","0.0","Low","1.5","Low","3.5","Medium","No hotspot","Low","NO CRISIS","Low",3.5,0,0
"113","Cyprus","CYP",43,5.4,0.669343114149826,7.11769811222346,250.05180580225,493.30893970894,10,10,760.613,0.965,10,1.93,20210708,NA,58.33,NA,100,NA,52.38,NA,NA,3.33384615384615,0,3.3,NA,"179.6","High","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-5.1 %","High","7.5 %","Medium","0.5 %","Low","Fully open","Low","NO DATA",NA,"-44.44%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","0.0","Low","0.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",3.25,0,0
"114","Czech Republic","CZE",52,3.6,1,10,-69.6180555555555,0.496409078961607,0,0.0330939385974425,13.207,0.107,0.528280000000001,0.214,20210708,NA,52.08,NA,37.5,NA,54.17,NA,NA,4.29538461538462,6.25,3.4,NA,"16.9","Low","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.6 %","High","3.4 %","Low","2.3 %","Low","Partially open","Medium","NO DATA",NA,"-66.67%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.9","Low","NO DATA",NA,"NO CRISIS","Low",3.5,0,0
"115","Germany","DEU",66,0.799999999999999,0.486678098075567,4.38930967419285,-50.3809695224382,-37.3560858389986,0,0,7.437,0.346,0.29748,0.692,20210708,NA,68.75,NA,37.5,NA,73.21,NA,NA,1.73076923076923,6.25,2.2,NA,"13.7","Low","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","0","High","3.6 %","Low","4.4 %","Low","0.4 %","Low","Partially open","Medium","NO DATA",NA,"-64.21%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","200.00%","High","3.1","Medium","0.0","Low","0.1","Low","NO DATA",NA,"NO CRISIS","Low",0.5,0,0
