"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps","F_Proteus_Score","F_Proteus_Score_norm","country","F_admin_code","F_year_month.x","F_year","F_month","F_pop_source","F_countrypop","F_totalipc3plusabsfor","F_totalipc3pluspercfor","F_totalipc4plusabsfor","F_totalipc4pluspercfor","F_totalipc3plusabsnow","F_totalipc3pluspercnow","F_totalipc4plusabsnow","F_totalipc4pluspercnow","F_pctchangeipc3for","F_pctchangeipc4for","F_pctchangeipc3now","F_pctchangeipc4now","F_diffactfor","F_fshighrisk","F_year_month.y","F_max_ipc","F_fews_crm_norm","F_Apr","F_May","F_June","F_Jul","F_Aug","F_Sep","F_Oct","F_Nov","F_fpv","F_fpv_rating","F_fao_wfp_warning","Fr_Countryname.x","Fr_Countryname.y","Fr_FCV_status","Fr_FCS_Normalised","Fr_month","Fr_pt_suc","Fr_pt_attempt","Fr_delayed","Fr_irreg_lead_ant","Fr_anticipation","Fr_delayed_adj","Fr_anticipation_adj","Fr_pol_trigger","Fr_REIGN_Normalised","Fr_Country.of.origin..ISO.","Fr_refugees","Fr_z_refugees","Fr_refugees_fragile","Fr_idps","Fr_z_idps","Fr_idps_fragile","Fr_z_refugees_norm","Fr_Displaced_UNHCR_Normalised","Fr_month_yr","Fr_fatal_month","Fr_fatal_month_log","Fr_fatal_3_month","Fr_fatal_3_month_log","Fr_fatal_z","Fr_sd","Fr_mean","Fr_BRD_Normalised","M_EIU_Score","M_Macroeconomic_risk_3","M_EIU_Score_12m","M_EIU_3m_change","M_EIU_12m_change","M_EIU_Score_norm","M_EIU_12m_change_norm","M_EIU_Score_12m_norm","NH_GDAC_Date","NH_GDAC_Hazard_Status","NH_GDAC_Hazard_Severity","NH_GDAC_Hazard_Type","NH_GDAC_Hazard_Score_Norm","NH_GDAC_Hazard_Score","NH_Hazard_Score","NH_Hazard_Score_norm","NH_seasonal_risk_norm","NH_locust_norm","NH_natural_acaps","S_INFORM_vul","S_INFORM_vul_norm","S_gdp_change.Value","S_gdp_change.Rating","S_unemployment.Value","S_unemployment.Rating","S_income_support.Value","S_income_support.Rating","S_gdp_change.Rating_norm","S_unemployment.Rating_norm","S_income_support.Rating_crm_norm","S_pov_comb_norm","S_pov_prop_22_21_norm","S_pov_prop_21_20_norm","S_pov_prop_20_19_norm","S_pov_prop_22_21","S_pov_prop_21_20","S_pov_prop_20_19","S_Subject.Descriptor","S_Subject.Notes","S_Units","S_Scale","S_X2017","S_X2018","S_X2019","S_X2020","S_X2021","S_X2022","S_X2023","S_X2024","S_X2025","S_Change.in.unemployement.rate.2019.to.2020","S_change_unemp_21","S_change_unemp_20","S_change_unemp_21_norm","S_change_unemp_20_norm","S_change_unemp_norm","S_Household.risks","S_Household.risks_raw","S_phone_average_index","S_phone_average_index_norm","RELIABILITY_SCORE_UNDERLYING_RISK","RELIABILITY_SCORE_EMERGING_RISK"
"161","Switzerland","CHE",67,0.600000000000001,0.469475243909889,4.13235807275604,-20.0391322326552,-54.5346183428737,0,0,45.541,0.446,1.82164,0.891999999999999,20210614,NA,54.48,NA,37.5,NA,56.9,NA,NA,3.92615384615385,6.25,1.9,NA,"145.9","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","0","High","-3.0 %","High","3.1 %","Low","-0.7 %","Medium","Fully open","Low","NO DATA",NA,"-20.00%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,0,"Low",0,"Low",0,"Low","NO DATA",NA,"NO CRISIS","Low",0,0,0,0.105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.01,0.01,0,0,0.01,0,0.01,1,NA,"Switzerland","Switzerland",NA,0,6,0,0,0,0,0,0,0,"Not Fragile",0,"CHE",5,-0.645497224367903,"Not Fragile",0,0,"Not Fragile",0,0,"Apr 2021",0,0,0,0,NA,0,0,0,9.66666666666667,9.66666666666667,16.030303030303,0,-6.36363636363637,0,0.0484154929577443,0,NA,NA,NA,NA,NA,NA,2.3,2.16666666666667,0,0,0,0.3,0.428571428571429,"-3.0 %","High","3.1 %","Low","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low",10,0,3,NA,NA,NA,NA,NA,NA,NA,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,3.088,2.547,2.306,3.211,3.55,3.4,3.2,3,3,"0.905",0.339,0.905,3.39,3.01666666666667,3.39,NA,NA,NA,NA,0,0.3
"162","Thailand","THA",73.2,0,0.456300721415695,3.93557592134988,7.9808336338812,-20.1495886939219,0.53205557559208,0,37.745,0.436,1.5098,0.872,20210614,NA,57.71,NA,75,NA,55.24,NA,NA,3.42923076923077,2.5,3.8,NA,"69.8","Medium","-999","High","Quarantine arrivals from high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-6.1 %","High","2.0 %","Low","-0.8 %","Medium","Partially open","Medium","NO DATA",NA,"0.00%","Medium","Public officials urging caution about COVID-19","Medium","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-30.77%","Low",2.2,"Medium",1.4,"Low",5.7,"Medium","No hotspot","Low","Low","Medium",4.5,0,0,0.307,3.56459330143541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,0,0.01,0.02,0.01,0.02,0.02,0,1,NA,"Thailand","Thailand",NA,0,6,0,0,0,0,0,0,0,"Not Fragile",0,"THA",482,1.98708598905359,"Fragile",0,0,"Not Fragile",10,0,"Apr 2021",6,1.94591014905531,22,3.13549421592915,-0.877417412606311,0.515660880605069,3.58794405157194,0.612912936968446,29,29,33.3939393939394,0,-4.3939393939394,1.9672131147541,2.90933098591549,2.25879891705636,NA,NA,NA,NA,NA,NA,6.2,8.66666666666667,0,0,0,2.1,3,"-6.1 %","High","2.0 %","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium",10,0,0,NA,NA,NA,NA,NA,NA,NA,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,1.2,1.1,1,1,1,1,1,1,1,"0",0,0,0,0,0,0,0,NA,NA,0,0.3
"163","Tonga","TON",25.1,8.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210614,33.02,33.02,0,0,37.74,37.74,0,NA,7.22769230769231,10,4,NA,"NO DATA",NA,"47","Medium","Total border closure","Low","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","-0.5 %","Medium","NO DATA",NA,"0.2 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,0.1,"Low",0.1,"Low",0.5,"Low","NO DATA",NA,"NO CRISIS","Low",5,0,0,0.347,4.52153110047847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tonga","Tonga",NA,0,6,0,0,0,0,0,0,0,"Not Fragile",0,"TON",32,0.754390940465824,"Not Fragile",0,0,"Not Fragile",7.54390940465824,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,7,0,0,0,5.2,7.42857142857143,"-0.5 %","Medium","NO DATA",NA,"No income support","High",7,NA,7,NA,NA,NA,NA,NA,NA,NA,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.7
"164","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,-26.8493247113105,-28.8260532027602,0,0,42.892,1.095,1.71568,2.19,20210614,NA,60.94,NA,50,NA,62.5,NA,NA,2.93230769230769,5,2.5,NA,"95.4","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"-6.99%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,3.5,"Medium",0.8,"Low",3.4,"Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0,0.166,0.191387559808613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.06,5,NA,"United States of America","United States of America",NA,0,6,0,0,0,0,0,0,0,"Not Fragile",0,"USA",298,-0.650725555296907,"Not Fragile",0,0,"Not Fragile",0,0,"Apr 2021",25,3.25809653802148,56,4.04305126783455,1.48054616253867,0.25339756710454,3.66788447226129,10,27.3333333333333,32,35.5151515151515,-4.66666666666667,-8.18181818181819,1.63934426229508,0,2.68951513659858,"2021-05-31","past","green","flood",0,"past - green",6.6,9.33333333333333,7,0,0,0.9,1.28571428571429,"-3.5 %","High","5.8 %","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low",10,7,3,NA,NA,NA,NA,NA,NA,NA,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,4.342,3.892,3.667,8.891,7.251,5.693,5.081,4.748,4.431,"5.224",-1.64,5.224,0,10,10,NA,NA,NA,NA,0,0.2
"165","Uruguay","URY",41.3,5.74,0.684523918224978,7.34444722493706,2.55761409211177,-8.14314267220548,0.170507606140784,0,903.846,14.599,10,10,20210614,NA,60.42,NA,37.5,NA,63.69,NA,NA,3.01230769230769,6.25,3.2,NA,"1,467.5","High","80","Medium","Total border closure","Low","No measures","High","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.0 %","Low","10.3 %","Medium","8.3 %","High","Closed due to COVID-19","High","NO DATA",NA,"-50.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,1.6,"Low",0,"Low",2.1,"Medium","NO DATA",NA,"NO CRISIS","Low",3,0,0,0.289,3.13397129186603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uruguay","Uruguay",NA,0,6,0,0,0,0,0,0,0,"Not Fragile",0,"URY",15,-0.606907571243454,"Not Fragile",0,0,"Not Fragile",0,0,"Apr 2021",0,0,0,0,-0.49509884067313,0.346607281085754,0.171604863034423,0,47,48.3333333333333,52.0909090909091,-1.33333333333334,-5.09090909090909,5.50819672131148,1.89700704225353,6.05525473787842,NA,NA,NA,NA,NA,NA,1.7,1.16666666666667,0,0,0,1.8,2.57142857142857,"3.0 %","Low","10.3 %","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low",0,7,3,7.42842411611486,7.42842411611486,4.83402162930082,0.08292909852387,-0.0143151767770278,-0.0331956741398352,0.024878729557161,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,7.925,8.367,8.925,9.677,8.957,8.528,8.326,8.087,7.979,"0.752",-0.719999999999999,0.751999999999999,0,2.50666666666666,2.50666666666666,0,0,NA,NA,0,0.4
"166","Benin","BEN",28.8,8.24,0.348861309523812,2.3307998372668,0.01,0.01,0.000666666666667481,0.000666666666667481,0.318,0,0.0127199999999998,0,20210614,NA,39.9,NA,50,NA,38.45,NA,NA,6.16923076923077,5,5.8,NA,"0.6","Low","-999","High","Total border closure","Low","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","5.0 %","Low","NO DATA",NA,"3.0 %","Low","Fully open","Low","281,637","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","-90.91%","Low",2,"Low",0,"Low",0.2,"Low","No hotspot","Low","NO CRISIS","Low",9.5,0,0,0.518,8.61244019138756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0.03,3,NA,"Benin","Benin",NA,0,6,0,0,0,0,0,0,0,"Not Fragile",0,"BEN",716,1.26719618370564,"Fragile",0,0,"Not Fragile",10,0,"Apr 2021",22,3.13549421592915,42,3.76120011569356,1.85957109938915,0.702425620916656,2.45498973156647,10,44.6666666666667,48,50.5757575757576,-3.33333333333334,-5.90909090909091,5.04918032786885,0.708626760563384,5.74760029534827,NA,NA,NA,NA,NA,NA,2.9,3.16666666666667,7,0,0,6.4,9.14285714285714,"5.0 %","Low","NO DATA",NA,"Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low",0,NA,3,0.973648806288665,0,0.212760931510019,0.973648806288665,-1.5975385922754,-0.957447813697996,0.2920946418866,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3
"167","Canada","CAN",75.3,0,0.463858661836217,4.04846561255541,-29.9228812948529,-53.9080977091429,0,0,35.591,0.761,1.42364,1.522,20210614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"140.4","High","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-5.4 %","High","9.6 %","Medium","1.7 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,3.5,"Medium",0.2,"Low",3.4,"Medium","NO DATA",NA,"NO CRISIS","Low",0,0,0,0.193,0.837320574162678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.03,0.02,0.02,0.01,0.02,0.02,0.03,3,NA,"Canada","Canada",NA,0,6,0,0,0,0,0,0,0,"Not Fragile",0,"CAN",71,-0.990090108158738,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3333333333333,25,24.6969696969697,-1.66666666666667,-1.36363636363637,0.852459016393443,7.31073943661972,0.492862416933303,NA,NA,NA,NA,NA,NA,4.4,5.66666666666667,7,0,0,0.4,0.571428571428571,"-5.4 %","High","9.6 %","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low",10,7,3,NA,NA,NA,NA,NA,NA,NA,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,6.342,5.833,5.667,9.748,7.922,6.935,6.638,6.543,6.513,"4.081",-1.826,4.081,0,10,10,NA,NA,NA,NA,0,0.4
"168","Costa Rica","CRI",45.1,4.98,0.687062418662457,7.38236370939809,-27.2569537658991,-25.8143650698795,0,0,334.307,4.739,10,9.478,20210614,NA,66.98,NA,50,NA,69.4,NA,NA,2.00307692307692,5,3.4,NA,"596.0","High","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","2.6 %","Low","16.0 %","Medium","0.7 %","Low","Partially open","Medium","NO DATA",NA,"66.67%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,0.7,"Low",0,"Low",1,"Low","NO DATA",NA,"Very Low","Medium",3.5,0,0,0.3,3.39712918660287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,-0.01,-0.01,0,0,0,0.01,-0.01,1,NA,"Costa Rica","Costa Rica",NA,0,6,0,0,0,0,0,0,0,"Not Fragile",0,"CRI",206,-0.604632674266815,"Not Fragile",0,0,"Not Fragile",0,0,"Apr 2021",0,0,0,0,-0.910465304799611,0.749527981169199,0.682419221831052,0,32,32,35.3333333333333,0,-3.33333333333334,2.55737704918033,4.44982394366197,2.65259660349496,"2021-06-10","active","green","earthquake",0,"active - green",6,8.33333333333333,0,0,0,2.2,3.14285714285714,"2.6 %","Low","16.0 %","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium",0,7,0,7,7,0.4,2.27016628429333,-0.0999999999999999,-0.92,0.681049885288,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,9.293,11.951,12.417,22,18.5,15.5,12,10.5,9.5,"9.583",-3.5,9.583,0,10,10,10,1,2.65191319783529,3.78844742547898,0,0.2
"169","Côte d'Ivoire","CIV",35.5,6.9,0.616900181593988,6.33438068277326,-84.6153846153846,-36.8538834514424,0,0,0.932,0,0.0372799999999991,0,20210614,NA,41.15,NA,75,NA,36.31,NA,NA,5.97692307692308,2.5,5.6,NA,"2.4","Low","-999","High","Total border closure","Low","No measures","High","Recommend not leaving house","Medium","No income support","High","2","Low","6.0 %","Low","NO DATA",NA,"2.5 %","Low","Fully open","Low","580,627","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","75.00%","High",5.6,"Medium",0,"Low",0.2,"Low","No hotspot","Low","NO CRISIS","Low",9,0,0,0.463,7.29665071770335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.04,0.05,0.04,0.05,0.02,0.05,0.02,0.05,3,NA,"Côte d'Ivoire","Côte d'Ivoire",NA,0,6,0,0,0,0,0,0,0,"Not Fragile",0,"CIV",39364,-0.744209377444576,"Not Fragile",0,-0.445655830397439,"Not Fragile",0,0,"Apr 2021",5,1.79175946922805,14,2.70805020110221,0.342992253275137,1.01365588746583,2.3603740842147,6.71496126637569,36,36,36,0,0,3.34426229508197,9.29137323943663,2.78796455820822,NA,NA,NA,NA,NA,NA,3.8,4.66666666666667,0,0,0,5.8,8.28571428571428,"6.0 %","Low","NO DATA",NA,"No income support","High",0,NA,7,4.74145310599651,4.74145310599651,2.66803323526849,0.440838161558995,-0.551709378800698,-0.466393352946302,0.132251448467699,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3
"170","Denmark","DNK",70.4,0,0.431454106735873,3.5644527710414,-25.5212077641984,-32.8979758554757,0,0,83.832,0.173,3.35328,0.346,20210614,NA,59.17,NA,50,NA,60.48,NA,NA,3.20461538461538,5,2.1,NA,"238.5","High","80","Medium","Total border closure","Low","No measures","High","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","0","High","-3.3 %","High","5.6 %","Medium","1.1 %","Low","Partially open","Medium","NO DATA",NA,"12.50%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,0,"Low",0,"Low",0.9,"Low","NO DATA",NA,"NO CRISIS","Low",0.25,10,0,0.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.01,0.01,0.01,0.01,0,0.01,0,0.01,1,NA,"Denmark","Denmark",NA,0,6,0,0,0,0,0,0,0,"Not Fragile",0,"DNK",5,-1.15470053837925,"Not Fragile",0,0,"Not Fragile",0,0,"Apr 2021",0,0,0,0,-0.503236279740196,0.295152684079333,0.148531538691417,0,20,20,21.2121212121212,0,-1.21212121212121,0.196721311475409,7.53080985915494,0,NA,NA,NA,NA,NA,NA,1.3,0.5,0,0,0,0.2,0.285714285714286,"-3.3 %","High","5.6 %","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low",10,7,3,NA,NA,NA,NA,NA,NA,NA,"Unemployment rate","Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]","Percent of total labor force",NA,5.808,5.117,5.042,6.2,6,5.7,5.6,5.6,5.6,"1.158",-0.2,1.158,0,3.86,3.86,NA,NA,NA,NA,0,0.3
